No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,PTT Prohibit,Reverse,Simplex TDMA,Slot Suit,AES Digital Encryption,Digital Encryption,Call Confirmation,Talk Around(Simplex),Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming,DMR MODE,DataACK Disable,R5toneBot,R5ToneEot
301,Local,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
302,Utah,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
303,76ers,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,76ers,Group Call,31490,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
304,Northern Utah,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Northern Utah,Group Call,31491,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
305,Davis County,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Davis Utah,Group Call,31492,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
306,Utah TAC,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah TAC,Group Call,31499,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
307,Arizona,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Arizona,Group Call,3104,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
308,Colorado,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Colorado,Group Call,3108,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
309,Nevada,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Nevada,Group Call,3132,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
310,Idaho,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Idaho,Group Call,3116,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
311,Mountain,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Mountain,Group Call,3177,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
312,USA - Area 7,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,USA - Area 7,Group Call,31607,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
313,TAC-310 NO CALL,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,TAC 310 NO CALL,Group Call,310,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
314,USA Nationwide,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,USA Nationwide,Group Call,3100,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
315,North America,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,North America,Group Call,93,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
316,Worldwide,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,World-wide,Group Call,91,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
317,Europe,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Europe,Group Call,92,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
318,Pacific Rim,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Pacific Rim,Group Call,95,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
319,English,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,English,Group Call,913,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
320,Spanish,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Spanish,Group Call,914,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
321,Canada Wide,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Canada Wide,Group Call,302,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
322,UK Wide,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,UK Wide,Group Call,2350,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
323,Aus National,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Aus National,Group Call,505,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
324,DMR Campfire,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,DMR Campfire,Group Call,31665,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
384,Open 1,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
385,Open 2,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
386,Open 3,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
387,Open 4,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
388,Open 5,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
389,Open 6,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
390,Open 7,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
396,HELP W CODE PLUG,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,HELP W CODE PLUG,Private Call,3177246,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
397,Radio Test,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Radio Test,Group Call,98,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
398,Parrot,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Parrot,Private Call,9990,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
399,Disconnect,438.5125,438.5125,D-Digital,Low,12.5K,Off,Off,Disconnect,Group Call,4000,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Off,1,0,Off,0,0,0,0,0
400,_HS 438.525,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,On,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Off,1,0,Off,0,0,0,0,0
401,Local,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
402,Utah,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
403,76ers,438.525,438.525,D-Digital,Low,12.5K,Off,Off,76ers,Group Call,31490,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
404,Northern Utah,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Northern Utah,Group Call,31491,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
405,Davis County,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Davis Utah,Group Call,31492,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
406,Utah TAC,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah TAC,Group Call,31499,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
407,Arizona,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Arizona,Group Call,3104,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
408,Colorado,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Colorado,Group Call,3108,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
409,Nevada,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Nevada,Group Call,3132,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
410,Idaho,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Idaho,Group Call,3116,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
411,Mountain,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Mountain,Group Call,3177,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
412,USA - Area 7,438.525,438.525,D-Digital,Low,12.5K,Off,Off,USA - Area 7,Group Call,31607,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
413,TAC-310 NO CALL,438.525,438.525,D-Digital,Low,12.5K,Off,Off,TAC 310 NO CALL,Group Call,310,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
414,USA Nationwide,438.525,438.525,D-Digital,Low,12.5K,Off,Off,USA Nationwide,Group Call,3100,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
415,North America,438.525,438.525,D-Digital,Low,12.5K,Off,Off,North America,Group Call,93,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
416,Worldwide,438.525,438.525,D-Digital,Low,12.5K,Off,Off,World-wide,Group Call,91,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
417,Europe,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Europe,Group Call,92,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
418,Pacific Rim,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Pacific Rim,Group Call,95,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
419,English,438.525,438.525,D-Digital,Low,12.5K,Off,Off,English,Group Call,913,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
420,Spanish,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Spanish,Group Call,914,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
421,Canada Wide,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Canada Wide,Group Call,302,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
422,UK Wide,438.525,438.525,D-Digital,Low,12.5K,Off,Off,UK Wide,Group Call,2350,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
423,Aus National,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Aus National,Group Call,505,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
424,DMR Campfire,438.525,438.525,D-Digital,Low,12.5K,Off,Off,DMR Campfire,Group Call,31665,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
484,Open 1,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
485,Open 2,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
486,Open 3,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
487,Open 4,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
488,Open 5,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
489,Open 6,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
490,Open 7,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
496,HELP W CODE PLUG,438.525,438.525,D-Digital,Low,12.5K,Off,Off,HELP W CODE PLUG,Private Call,3177246,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
497,Radio Test,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Radio Test,Group Call,98,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
498,Parrot,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Parrot,Private Call,9990,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
499,Disconnect,438.525,438.525,D-Digital,Low,12.5K,Off,Off,Disconnect,Group Call,4000,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Off,1,0,Off,0,0,0,0,0
500,_HS 445.000,445,445,D-Digital,Low,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,On,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Off,1,0,Off,0,0,0,0,0
501,Local,445,445,D-Digital,Low,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
502,Utah,445,445,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
503,76ers,445,445,D-Digital,Low,12.5K,Off,Off,76ers,Group Call,31490,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
504,Northern Utah,445,445,D-Digital,Low,12.5K,Off,Off,Northern Utah,Group Call,31491,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
505,Davis County,445,445,D-Digital,Low,12.5K,Off,Off,Davis Utah,Group Call,31492,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
506,Utah TAC,445,445,D-Digital,Low,12.5K,Off,Off,Utah TAC,Group Call,31499,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
507,Arizona,445,445,D-Digital,Low,12.5K,Off,Off,Arizona,Group Call,3104,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
508,Colorado,445,445,D-Digital,Low,12.5K,Off,Off,Colorado,Group Call,3108,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
509,Nevada,445,445,D-Digital,Low,12.5K,Off,Off,Nevada,Group Call,3132,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,0,0,0,0
