No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,PTT Prohibit,Reverse,Simplex TDMA,Slot Suit,AES Digital Encryption,Digital Encryption,Call Confirmation,Talk Around(Simplex),Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming,DMR MODE,DataACK Disable,R5toneBot,R5ToneEot
719,English,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,English,Group Call,913,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
720,Spanish,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Spanish,Group Call,914,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
721,Canada Wide,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Canada Wide,Group Call,302,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
722,UK Wide,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,UK Wide,Group Call,2350,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
723,Aus National,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Aus National,Group Call,505,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
724,DMR Campfire,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,DMR Campfire,Group Call,31665,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
784,Open 1,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
785,Open 2,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
786,Open 3,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
787,Open 4,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
788,Open 5,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
789,Open 6,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
790,Open 7,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,HS Telemetry,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
796,HELP W CODE PLUG,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,HELP W CODE PLUG,Private Call,3177246,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
797,Radio Test,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Radio Test,Group Call,98,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
798,Parrot,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Parrot,Private Call,9990,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
799,Disconnect,447.9375,442.9375,D-Digital,Low,12.5K,Off,Off,Disconnect,Group Call,4000,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,1,0,0,0
800,_LEHI_OFFLINE,447.05,442.05,D-Digital,High,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,On,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Off,1,0,Off,0,1,0,0,0
801,Local,447.05,442.05,D-Digital,High,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
802,Utah,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
803,76ers,447.05,442.05,D-Digital,High,12.5K,Off,Off,76ers,Group Call,31490,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
804,Northern Utah,447.05,442.05,D-Digital,High,12.5K,Off,Off,Northern Utah,Group Call,31491,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
805,Davis County,447.05,442.05,D-Digital,High,12.5K,Off,Off,Davis Utah,Group Call,31492,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
806,Utah TAC,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah TAC,Group Call,31499,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
807,Arizona,447.05,442.05,D-Digital,High,12.5K,Off,Off,Arizona,Group Call,3104,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
808,Colorado,447.05,442.05,D-Digital,High,12.5K,Off,Off,Colorado,Group Call,3108,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
809,Nevada,447.05,442.05,D-Digital,High,12.5K,Off,Off,Nevada,Group Call,3132,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
810,Idaho,447.05,442.05,D-Digital,High,12.5K,Off,Off,Idaho,Group Call,3116,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
811,Mountain,447.05,442.05,D-Digital,High,12.5K,Off,Off,Mountain,Group Call,3177,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
812,USA - Area 7,447.05,442.05,D-Digital,High,12.5K,Off,Off,USA - Area 7,Group Call,31607,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
813,TAC-310 NO CALL,447.05,442.05,D-Digital,High,12.5K,Off,Off,TAC 310 NO CALL,Group Call,310,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
814,USA Nationwide,447.05,442.05,D-Digital,High,12.5K,Off,Off,USA Nationwide,Group Call,3100,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
815,North America,447.05,442.05,D-Digital,High,12.5K,Off,Off,North America,Group Call,93,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
816,Worldwide,447.05,442.05,D-Digital,High,12.5K,Off,Off,World-wide,Group Call,91,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
817,Europe,447.05,442.05,D-Digital,High,12.5K,Off,Off,Europe,Group Call,92,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
818,Pacific Rim,447.05,442.05,D-Digital,High,12.5K,Off,Off,Pacific Rim,Group Call,95,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
819,English,447.05,442.05,D-Digital,High,12.5K,Off,Off,English,Group Call,913,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
820,Spanish,447.05,442.05,D-Digital,High,12.5K,Off,Off,Spanish,Group Call,914,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
821,Canada Wide,447.05,442.05,D-Digital,High,12.5K,Off,Off,Canada Wide,Group Call,302,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
822,UK Wide,447.05,442.05,D-Digital,High,12.5K,Off,Off,UK Wide,Group Call,2350,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
823,Aus National,447.05,442.05,D-Digital,High,12.5K,Off,Off,Aus National,Group Call,505,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
824,DMR Campfire,447.05,442.05,D-Digital,High,12.5K,Off,Off,DMR Campfire,Group Call,31665,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
884,Open 1,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
885,Open 2,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
886,Open 3,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
887,Open 4,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
888,Open 5,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
889,Open 6,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
890,Open 7,447.05,442.05,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
897,Radio Test,447.05,442.05,D-Digital,High,12.5K,Off,Off,Radio Test,Group Call,98,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
898,Parrot,447.05,442.05,D-Digital,High,12.5K,Off,Off,Parrot,Private Call,9990,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
899,Disconnect,447.05,442.05,D-Digital,High,12.5K,Off,Off,Disconnect,Group Call,4000,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,1,0,0,0
900,_BOISE IDAHO,444.075,449.075,D-Digital,High,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,On,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,On,Off,Off,Off,Off,1,0,Off,0,1,0,0,0
901,Local,444.075,449.075,D-Digital,High,12.5K,Off,Off,Local 1,Group Call,1,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
902,Utah,444.075,449.075,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
903,76ers,444.075,449.075,D-Digital,High,12.5K,Off,Off,76ers,Group Call,31490,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
904,Northern Utah,444.075,449.075,D-Digital,High,12.5K,Off,Off,Northern Utah,Group Call,31491,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
905,Davis County,444.075,449.075,D-Digital,High,12.5K,Off,Off,Davis Utah,Group Call,31492,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
906,Utah TAC,444.075,449.075,D-Digital,High,12.5K,Off,Off,Utah TAC,Group Call,31499,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
907,Arizona,444.075,449.075,D-Digital,High,12.5K,Off,Off,Arizona,Group Call,3104,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
908,Colorado,444.075,449.075,D-Digital,High,12.5K,Off,Off,Colorado,Group Call,3108,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
909,Nevada,444.075,449.075,D-Digital,High,12.5K,Off,Off,Nevada,Group Call,3132,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
910,Idaho,444.075,449.075,D-Digital,High,12.5K,Off,Off,Idaho,Group Call,3116,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
911,Mountain,444.075,449.075,D-Digital,High,12.5K,Off,Off,Mountain,Group Call,3177,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
912,USA - Area 7,444.075,449.075,D-Digital,High,12.5K,Off,Off,USA - Area 7,Group Call,31607,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
913,TAC-310 NO CALL,444.075,449.075,D-Digital,High,12.5K,Off,Off,TAC 310 NO CALL,Group Call,310,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
914,USA Nationwide,444.075,449.075,D-Digital,High,12.5K,Off,Off,USA Nationwide,Group Call,3100,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
915,North America,444.075,449.075,D-Digital,High,12.5K,Off,Off,North America,Group Call,93,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
916,Worldwide,444.075,449.075,D-Digital,High,12.5K,Off,Off,World-wide,Group Call,91,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
917,Europe,444.075,449.075,D-Digital,High,12.5K,Off,Off,Europe,Group Call,92,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
918,Pacific Rim,444.075,449.075,D-Digital,High,12.5K,Off,Off,Pacific Rim,Group Call,95,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
919,English,444.075,449.075,D-Digital,High,12.5K,Off,Off,English,Group Call,913,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
920,Spanish,444.075,449.075,D-Digital,High,12.5K,Off,Off,Spanish,Group Call,914,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
921,Canada Wide,444.075,449.075,D-Digital,High,12.5K,Off,Off,Canada Wide,Group Call,302,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
922,UK Wide,444.075,449.075,D-Digital,High,12.5K,Off,Off,UK Wide,Group Call,2350,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
923,Aus National,444.075,449.075,D-Digital,High,12.5K,Off,Off,Aus National,Group Call,505,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
924,DMR Campfire,444.075,449.075,D-Digital,High,12.5K,Off,Off,DMR Campfire,Group Call,31665,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
984,Open 1,444.075,449.075,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
985,Open 2,444.075,449.075,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
986,Open 3,444.075,449.075,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
987,Open 4,444.075,449.075,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
988,Open 5,444.075,449.075,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
989,Open 6,444.075,449.075,D-Digital,High,12.5K,Off,Off,Utah,Group Call,3149,DMR-UTAH,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,0,Off,Off,Off,Off,Off,Digital,1,0,Off,0,1,0,0,0
